City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
kavaratti,10.5669,72.642,82.02,64,20,9.01,IN,1706577069
happy valley-goose bay,53.3168,-60.3315,-23.84,91,5,4.72,CA,1706577070
juegang,32.3174,121.1855,43.41,94,100,11.77,CN,1706577070
yandev,7.3667,9.05,76.39,20,55,7.25,NG,1706577070
dalmau,26.0667,81.0333,50.86,58,29,1.39,IN,1706577070
hammerfest,70.6634,23.6821,36.05,55,20,35.68,NO,1706577070
las animas,-39.8087,-73.2182,57.42,73,85,1.07,CL,1706577071
karratha,-20.7377,116.8463,85.84,53,35,12.33,AU,1706577071
scottburgh,-30.2867,30.7532,72.5,91,6,14.14,ZA,1706577071
zhaobaoshan,29.9695,121.6875,48.22,98,100,2.46,CN,1706577071
wang nam yen,13.5033,102.1812,75.85,61,7,8.41,TH,1706577071
port saint john's,-31.6229,29.5448,75.87,88,9,14.61,ZA,1706577072
cabedelo,-6.9811,-34.8339,81.27,77,3,10.54,BR,1706577072
badiyah,22.45,58.8,65.66,87,48,2.06,OM,1706577072
sinabang,2.4803,96.3801,80.44,82,94,2.59,ID,1706577072
balabac,7.9868,117.0645,81.07,77,100,17.74,PH,1706577072
argo,37.6333,22.7333,41.79,94,56,6.64,GR,1706577073
kloulklubed,7.0419,134.2556,79.3,84,100,19.6,PW,1706577073
mozarlandia,-14.7447,-50.5706,74.52,82,100,3.09,BR,1706577073
mosjoen,65.836,13.1908,41.52,81,100,7.0,NO,1706577073
mata-utu,-13.2816,-176.1745,85.19,79,100,14.67,WF,1706577073
usogorsk,63.4106,48.6872,29.66,96,100,10.38,RU,1706577074
aktau,43.65,51.2,14.58,76,79,14.67,KZ,1706577074
palmer,42.1584,-72.3287,33.4,74,100,14.97,US,1706577074
la'ie,21.6477,-157.9253,80.56,76,2,5.99,US,1706577075
west bay,19.3667,-81.4167,75.27,60,75,11.5,KY,1706577075
deqen,29.9618,90.7188,15.17,81,79,0.89,CN,1706577075
estes park,40.3772,-105.5217,42.96,63,24,4.0,US,1706577075
tianpeng,30.9866,103.9393,42.66,63,100,2.93,CN,1706577075
ambon,-3.6954,128.1814,86.14,70,40,4.61,ID,1706577076
wynyard,-41.0,145.7167,64.98,51,0,7.43,AU,1706577076
pacific grove,36.6177,-121.9166,67.01,70,0,13.0,US,1706577076
ulan bator,47.9077,106.8832,-32.67,61,61,2.24,MN,1706577076
liepaja,56.5419,21.0367,37.38,87,0,8.05,LV,1706577076
hadibu,12.65,54.0333,73.94,77,90,7.7,YE,1706577077
catemaco,18.4167,-95.1167,61.12,79,76,5.91,MX,1706577077
jutai,-5.1833,-68.9,75.36,97,95,1.03,BR,1706577077
la romana,18.4273,-68.9728,77.36,94,75,0.0,DO,1706577077
batesville,35.7698,-91.641,48.61,69,0,3.44,US,1706577077
severnoye,56.3491,78.3619,4.98,98,100,4.0,RU,1706577077
colonia,50.9333,6.95,49.75,82,0,5.75,DE,1706576850
as sulayyil,20.4607,45.5779,68.25,58,21,8.14,SA,1706577078
chabahar,25.2919,60.643,72.55,63,79,11.14,IR,1706577078
molina,-35.1167,-71.2833,76.73,44,100,5.75,CL,1706577078
halifax,44.6453,-63.5724,21.49,84,100,10.0,CA,1706576968
wisconsin rapids,44.3836,-89.8174,37.69,89,75,4.61,US,1706577079
kharp,66.8014,65.8081,-8.88,100,100,3.62,RU,1706577079
shahrak,34.1074,64.3052,30.27,82,69,2.98,AF,1706577079
cannonvale,-20.2833,148.7,85.39,69,100,8.52,AU,1706577080
ukata,10.8312,5.8249,72.45,16,5,9.17,NG,1706577080
rajaori,33.3833,74.3,47.57,46,76,5.37,IN,1706577080
el matama,16.7095,33.3565,63.97,22,100,11.52,SD,1706577080
sao jose da coroa grande,-8.8978,-35.1478,79.34,79,1,6.44,BR,1706576934
vorkuta,67.5,64.0,3.07,91,100,13.29,RU,1706577080
singrauli,24.1997,82.6753,52.74,48,32,1.07,IN,1706577081
callaway,30.153,-85.5699,53.91,82,0,4.61,US,1706577081
gerze,41.8036,35.2011,38.97,86,98,7.94,TR,1706577081
summerside,46.3959,-63.7876,18.68,71,100,24.99,CA,1706577081
noumea,-22.2763,166.4572,91.38,66,26,9.17,NC,1706577082
laojunmiao,39.8333,97.7333,21.09,34,92,3.58,CN,1706577082
bogo,11.0517,124.0055,80.01,78,96,10.38,PH,1706577082
charlestown,-32.95,151.6667,87.51,75,86,4.0,AU,1706577083
sumberpucung,-8.1586,112.4829,75.78,92,81,1.72,ID,1706577083
tromso,69.6496,18.957,33.82,75,40,34.52,NO,1706576980
revda,56.801,59.9303,6.35,97,69,4.27,RU,1706577083
suwayr,30.1171,40.3893,45.54,64,0,6.06,SA,1706577083
luderitz,-26.6481,15.1594,64.31,66,5,8.12,NA,1706577084
guapiacu,-20.795,-49.2203,76.12,37,86,5.55,BR,1706577084
island harbour,50.724,-1.2758,51.22,90,100,7.0,GB,1706577084
chifeng,42.2683,118.9636,14.95,69,100,1.83,CN,1706577084
tanumah,27.1,44.1333,54.16,68,7,6.46,SA,1706577084
kourou,5.1552,-52.6478,75.25,91,32,10.51,GF,1706577085
ketchikan,55.3422,-131.6461,51.78,87,100,12.66,US,1706577085
suva,-18.1416,178.4415,81.88,83,75,3.44,FJ,1706576884
dryden,49.7833,-92.7503,30.49,100,100,5.75,CA,1706577086
taoudenni,22.6783,-3.9836,67.17,13,0,9.91,ML,1706577086
morondava,-20.2833,44.2833,77.81,82,50,4.7,MG,1706577086
dikwa,12.024,13.9165,69.3,51,0,9.17,NG,1706577086
baikonur,45.6167,63.3167,20.8,96,88,7.25,KZ,1706577087
ohafia-ifigh,5.6146,7.8119,72.61,86,27,2.66,NG,1706577087
patterson,37.4716,-121.1297,71.74,67,100,4.76,US,1706577087
pathein,16.7833,94.7333,70.3,62,5,5.01,MM,1706577087
coquimbo,-29.9533,-71.3436,65.93,82,75,6.91,CL,1706576796
ha'il,27.5219,41.6907,42.82,65,0,0.0,SA,1706577088
llandrindod wells,52.2416,-3.3787,48.38,96,100,14.99,GB,1706577088
hulan,45.9833,126.6,-7.38,96,100,4.23,CN,1706577088
salto,-31.3833,-57.9667,79.88,62,100,1.43,UY,1706577088
jacmel,18.2342,-72.5347,80.44,76,1,4.7,HT,1706577089
mumbwa,-14.9783,27.0619,64.31,88,0,3.62,ZM,1706577089
visby,57.6409,18.296,37.62,87,100,2.3,SE,1706577089
bejaia,36.7559,5.0843,58.78,67,88,2.01,DZ,1706576831
altai,46.3722,96.2583,-1.91,55,1,2.04,MN,1706577090
balvi,57.1313,27.2658,30.76,89,100,6.2,LV,1706577090
laguna,38.421,-121.4238,69.06,67,0,6.91,US,1706577090
nago,26.5881,127.9761,72.45,62,77,12.08,JP,1706577090
pandan,14.0453,124.1694,77.85,75,100,17.34,PH,1706577090
kavieng,-2.5744,150.7967,83.17,77,90,10.11,PG,1706577091
armacao de buzios,-22.7469,-41.8817,75.09,94,22,1.16,BR,1706577091
ouahigouya,13.5828,-2.4216,69.76,17,46,10.36,BF,1706577091
horta,38.5333,-28.6333,62.02,90,100,17.0,PT,1706577091
kralendijk,12.15,-68.2667,78.78,83,20,12.66,BQ,1706577091
qacha's nek,-30.1154,28.6894,60.19,59,15,4.76,LS,1706577091
muynoq,43.7683,59.0214,28.45,92,99,14.74,UZ,1706577092
valle de la pascua,9.2155,-66.0073,84.76,44,94,7.45,VE,1706576891
antsiranana,-12.2787,49.2917,75.58,89,28,6.11,MG,1706576840
chernyshevsk,52.5243,117.0174,-32.03,99,37,0.22,RU,1706577092
nicoya,10.1483,-85.452,78.66,67,80,14.32,CR,1706577092
mount gambier,-37.8333,140.7667,71.1,44,0,8.05,AU,1706576925
tazacorte,28.629,-17.9293,66.15,32,0,8.99,ES,1706577093
santa ana,33.7456,-117.8678,79.61,33,20,9.22,US,1706577093
kokpekty,48.75,82.4,-13.4,97,45,3.67,KZ,1706577093
callao,-12.0667,-77.15,83.71,69,0,11.5,PE,1706577093
salinas,36.6777,-121.6555,68.56,63,0,10.36,US,1706577094
manfalut,27.3104,30.97,51.53,60,22,8.59,EG,1706577094
tambopata,-12.7333,-69.1833,75.29,97,100,1.57,PE,1706577094
zalingei,12.9096,23.4741,64.18,22,1,3.53,SD,1706577094
la ronge,55.1001,-105.2842,32.0,89,100,7.18,CA,1706577094
betio village,1.358,172.9211,89.64,73,79,12.44,KI,1706577095
minas de marcona,-15.2119,-75.1103,66.79,80,100,12.41,PE,1706577095
dwarka,22.2394,68.9678,70.75,82,100,9.19,IN,1706577095
conchas,-23.0153,-48.0106,71.8,70,10,2.42,BR,1706577095
usinsk,65.9939,57.5281,10.08,94,100,18.01,RU,1706577095
sinan,34.8262,126.1086,37.24,62,46,6.96,KR,1706577096
kilosa,-6.8333,36.9833,71.28,96,99,2.21,TZ,1706577096
den helder,52.9599,4.7593,45.99,93,75,14.0,NL,1706577096
nushki,29.5542,66.0215,58.46,57,100,10.94,PK,1706577096
ust-nera,64.5667,143.2,-26.77,98,100,3.18,RU,1706577096
saint peter,13.25,-59.6167,79.36,80,0,15.84,BB,1706577097
eyl,7.9803,49.8164,75.72,85,100,13.53,SO,1706577097
egersund,58.4513,5.9997,39.09,72,100,4.38,NO,1706577097
belmonte,-15.8631,-38.8828,78.71,86,100,9.69,BR,1706577097
yima,34.7381,111.8839,34.0,65,56,3.06,CN,1706577097
kailua-kona,19.6406,-155.9956,83.5,78,40,21.85,US,1706576915
suifenhe,44.4,131.1667,7.32,74,13,2.13,CN,1706577098
laascaanood,8.4774,47.3597,67.77,91,88,10.87,SO,1706577098
phayuha khiri,15.4553,100.1353,78.24,61,100,1.59,TH,1706577098
yarmouth,41.7057,-70.2286,35.02,89,100,32.01,US,1706577098
susuman,62.7833,148.1667,-29.02,94,100,1.01,RU,1706577098
yanchep,-31.55,115.6833,80.62,37,0,11.18,AU,1706577099
xam nua,20.4197,104.0439,57.88,91,7,0.94,LA,1706577099
yantzaza,-3.8278,-78.7594,75.61,94,100,1.03,EC,1706577099
kosh-agach,50.0,88.6667,-16.69,92,40,1.01,RU,1706577099
'alaqahdari dishu,30.4374,63.313,56.59,32,100,4.76,AF,1706577099
malvan,16.0667,73.4667,72.68,49,100,5.17,IN,1706577100
wagar,16.1525,36.2032,66.33,68,81,9.53,SD,1706577100
sechura,-5.5569,-80.8222,78.71,73,100,15.77,PE,1706577100
agropoli,40.3469,14.9966,43.11,76,0,5.7,IT,1706577100
arendal,58.4615,8.7725,35.4,89,100,4.14,NO,1706577101
medicine hat,50.0501,-110.6683,44.85,65,6,8.99,CA,1706577000
dalandzadgad,43.5708,104.425,-0.15,82,4,1.45,MN,1706577101
al jawf,29.5,38.75,48.02,57,3,6.08,SA,1706577101
anshun,26.25,105.9333,42.33,98,100,4.18,CN,1706577101
ancud,-41.8697,-73.8203,56.53,75,100,2.06,CL,1706577101
taroa,8.7058,171.2275,79.25,85,100,20.11,MH,1706577102
glandorf,52.0833,8.0167,44.11,85,100,6.49,DE,1706577102
oliver,49.1831,-119.5524,51.71,71,100,9.22,CA,1706577102
kayangel,8.0823,134.7173,80.58,84,100,23.73,PW,1706577102
madang,-5.2246,145.7966,82.76,73,100,6.31,PG,1706577102
illizi,26.4833,8.4667,52.72,55,14,12.28,DZ,1706577103
sehwan,26.4279,67.863,64.74,31,100,4.61,PK,1706577103
ust'-kulom,61.6864,53.6902,15.96,95,100,7.72,RU,1706577103
nikolayevsk-on-amure,53.1406,140.73,6.19,89,100,3.4,RU,1706577103
castro,-24.7911,-50.0119,62.8,67,6,3.2,BR,1706577103
coahuayana de hidalgo,18.7,-103.6583,76.41,76,100,1.14,MX,1706577103
red oak,32.5176,-96.8044,64.58,53,0,4.61,US,1706577104
polokwane,-23.9045,29.4688,65.23,84,66,3.04,ZA,1706577104
chokwe,-24.5333,32.9833,69.71,91,0,2.95,MZ,1706576893
honiara,-9.4333,159.95,83.12,82,99,10.22,SB,1706577104
mount darwin,-16.7725,31.5838,67.68,80,72,5.95,ZW,1706577104
torghay,49.6339,63.4981,7.9,93,100,8.93,KZ,1706577104
kruisfontein,-34.0033,24.7314,67.89,83,11,5.64,ZA,1706577105
canton,23.1167,113.25,55.87,87,100,2.77,CN,1706577105
durban,-29.8579,31.0292,72.97,89,7,12.77,ZA,1706577061
bernay,49.1667,0.6667,52.84,86,100,4.0,FR,1706577105
hollymead,38.1171,-78.4417,42.87,70,0,3.83,US,1706577105
corumba,-19.0092,-57.6533,78.73,66,99,0.81,BR,1706577105
sydney mines,46.2367,-60.2177,25.0,93,100,26.46,CA,1706577106
arkhangel'sk,64.5401,40.5433,35.13,80,75,17.9,RU,1706577106
vilyuysk,63.7553,121.6247,-31.0,97,53,5.01,RU,1706577106
